tissue_pair	splicing_class	n_genes	df	spearman_rho	ci_low_95	ci_high_95	p_value_two_sided	bh_adjusted_p	significant_at_fdr_0.1
AdrenalGland_v_Brain-Putamen_basalganglia	unproductive	101	99	-0.3102271403610949	-0.4803895739559668	-0.1175567684983422	0.0015928376207189	0.0038664037403976664	True
Ovary_v_Spleen	unproductive	99	97	-0.3130241187384044	-0.48444341914958094	-0.11845623139876026	0.0016067835299489	0.003892061785779583	True
AdrenalGland_v_Brain-Amygdala	unproductive	116	114	-0.2892399953869219	-0.4509812147317083	-0.10910596688335117	0.0016379182488298	0.0039591608823915285	True
Kidney-Cortex_v_Ovary	unproductive	55	53	-0.4142857142857143	-0.619377392563284	-0.15626260650008783	0.0016639630690388	0.004013701712555934	True
Testis_v_Liver	unproductive	262	260	-0.1933051556826875	-0.30831923813362305	-0.07272109418531887	0.0016684934547628	0.004016227460003149	True
Brain-Substantianigra_v_Esophagus-Mucosa	unproductive	113	111	-0.2915280457781622	-0.45504141289116684	-0.10899620164614111	0.0017310352794471	0.004158090994171888	True
Artery-Aorta_v_Brain-Hypothalamus	unproductive	124	122	-0.278029897718332	-0.43588144659054223	-0.1035835497816807	0.0017687703416493	0.004231104157513782	True
Heart-AtrialAppendage_v_Skin-SunExposed_Lowerleg	unproductive	93	91	-0.3198352779684282	-0.4954664401032728	-0.11907998113173461	0.0017769235433936	0.004241807133608324	True
Thyroid_v_Cells-EBV-transformedlymphocytes	unproductive	151	149	-0.2521819449285465	-0.3981016504743141	-0.09381543412814862	0.0017855654717785	0.0042536301424806	True
Testis_v_Esophagus-GastroesophagealJunction	unproductive	219	217	-0.2097227141339244	-0.33433276050037186	-0.07790601459938983	0.0018046479820847	0.004288693237993479	True
Brain-Caudate_basalganglia_v_Heart-LeftVentricle	unproductive	85	83	-0.3336134453781512	-0.5148239994720537	-0.12386669534496231	0.0018077232555636	0.004288693237993479	True
MinorSalivaryGland_v_WholeBlood	unproductive	100	98	-0.3081428142814281	-0.4793695863350396	-0.11431678338183252	0.0018149632745334	0.004294888871788371	True
Esophagus-GastroesophagealJunction_v_Brain-Amygdala	unproductive	92	90	-0.3208698734645438	-0.4972549030882117	-0.11901361827856348	0.0018177847089616	0.004294888871788371	True
Uterus_v_Muscle-Skeletal	unproductive	130	128	-0.2708134755356484	-0.4258531754722487	-0.10032407280183754	0.0018308872769046	0.004317000061903893	True
Liver_v_Colon-Sigmoid	unproductive	92	90	-0.3199143072915864	-0.4964295331498292	-0.11799427678040567	0.001879221562415	0.004421923390743867	True
AdrenalGland_v_Muscle-Skeletal	unproductive	125	123	-0.2748018433179723	-0.43237681380970383	-0.10093983151086024	0.0019257592187652	0.004522200365043331	True
Thyroid_v_Muscle-Skeletal	unproductive	165	163	-0.239000347287153	-0.37985182196543166	-0.08731784873399806	0.00199076393916	0.004665347198885122	True
Pituitary_v_WholeBlood	unproductive	156	154	-0.2456133141565646	-0.3898005027665393	-0.08967193610312053	0.0019980628341261	0.004672954255065706	True
Brain-Substantianigra_v_Skin-NotSunExposed_Suprapubic	unproductive	159	157	-0.242999164079293	-0.3860768240953245	-0.08850447907286588	0.0020264910205052	0.004729846450693311	True
Heart-AtrialAppendage_v_Skin-NotSunExposed_Suprapubic	unproductive	85	83	-0.3300957592339261	-0.5118220193312137	-0.12009365040519775	0.0020338660482853	0.004737469805399901	True
Prostate_v_Brain-Hippocampus	unproductive	89	87	-0.3211780728634662	-0.5002881266227307	-0.11570928931929336	0.0021485013827462	0.004984350290354866	True
Esophagus-Muscularis_v_Brain-Cerebellum	unproductive	193	191	-0.2187717002296885	-0.3507052855808186	-0.07832292930767162	0.0022382991808674	0.005182246898674924	True
Cells-Culturedfibroblasts_v_Brain-CerebellarHemisphere	unproductive	220	218	-0.2049531451626536	-0.32956346357243377	-0.07332462747167534	0.0022496563071103	0.005198103651499351	True
Cells-Culturedfibroblasts_v_Brain-Spinalcord_cervicalc-1	unproductive	114	112	-0.2831088880338592	-0.44686903175301185	-0.10099061030874726	0.0022719948619471	0.005239220151650012	True
Kidney-Cortex_v_Nerve-Tibial	unproductive	50	48	-0.421656662665066	-0.6339735478148751	-0.1502323980553751	0.0022903694027902	0.005271049743347507	True
Artery-Aorta_v_Brain-Cerebellum	unproductive	247	245	-0.1931183645126251	-0.31150622490566304	-0.06882702189382836	0.0023002851921206	0.0052833243556076725	True
Brain-Putamen_basalganglia_v_Colon-Sigmoid	unproductive	100	98	-0.3013021302130212	-0.4733832452714029	-0.10706854408320533	0.0023170525822209	0.005311255720279717	True
Esophagus-Muscularis_v_WholeBlood	unproductive	115	113	-0.2811804624003788	-0.44447010633561207	-0.09980574176199757	0.0023341923033218	0.005339928027242134	True
Thyroid_v_Spleen	unproductive	51	49	-0.4167420814479638	-0.6283388529923993	-0.14773016417792315	0.0023496220896781	0.00536438352003216	True
Brain-Substantianigra_v_Breast-MammaryTissue	unproductive	103	101	-0.2965338487897025	-0.4668021196833912	-0.10506712111589395	0.0023541873904044	0.00536438352003216	True
Esophagus-GastroesophagealJunction_v_WholeBlood	unproductive	127	125	-0.2675290588676415	-0.42463415077269173	-0.09478349723935814	0.0023601661428865	0.005367399532047602	True
Vagina_v_Brain-Hippocampus	unproductive	108	106	-0.2887288385873655	-0.4561172067435171	-0.10160853930459877	0.002441815089139	0.0055421511767269034	True
Brain-Amygdala_v_Artery-Tibial	unproductive	108	106	-0.2876427829698857	-0.45515543409647474	-0.10046523782604333	0.0025398517808785	0.00575333812053617	True
Pancreas_v_Brain-Spinalcord_cervicalc-1	unproductive	129	127	-0.2631317084078712	-0.4194910709455291	-0.09160841969907137	0.0025885674165892	0.00585219261044578	True
Brain-Cerebellum_v_Heart-LeftVentricle	unproductive	215	213	-0.2044036320606631	-0.3304502079926973	-0.07119361506568839	0.0025993110733858	0.00586498173701336	True
Heart-LeftVentricle_v_Ovary	unproductive	57	55	-0.3911718952553799	-0.5979274909260388	-0.13561004953316647	0.0026233608491051	0.005907685662144883	True
Esophagus-Muscularis_v_Brain-Caudate_basalganglia	unproductive	85	83	-0.3215751416845808	-0.5045339560479997	-0.11097705462254101	0.0026907500032094	0.006034715794368339	True
Brain-Substantianigra_v_Heart-LeftVentricle	unproductive	61	59	-0.3776837652035959	-0.5808408456174229	-0.13023590747426614	0.0026929283848162	0.006034715794368339	True
Artery-Aorta_v_Brain-Caudate_basalganglia	unproductive	126	124	-0.265145856767904	-0.42308076314674253	-0.09157485174834294	0.0026954714953163	0.006034715794368339	True
Brain-Cerebellum_v_Ovary	unproductive	206	204	-0.2077477718635354	-0.3362471442918212	-0.07165450969761361	0.0027322571532246	0.006105218018736364	True
Artery-Aorta_v_Spleen	unproductive	102	100	-0.2903970008651351	-0.46219077978158396	-0.09759429382361554	0.0030683821093657	0.0068298157762522235	True
Brain-Putamen_basalganglia_v_Thyroid	unproductive	126	124	-0.2603164604424447	-0.41872159115209806	-0.0865378714295474	0.0032415413386033	0.007201343282099431	True
Cells-Culturedfibroblasts_v_Liver	unproductive	102	100	-0.2875923800261237	-0.45971921388387194	-0.09463985288274848	0.0033794971914753	0.007493385118790425	True
Brain-Caudate_basalganglia_v_Colon-Sigmoid	unproductive	95	93	-0.2977183650615901	-0.4744778760940868	-0.09788052401009928	0.0033881304354621	0.007498108238172363	True
Brain-CerebellarHemisphere_v_Colon-Sigmoid	unproductive	196	194	-0.2075130091083681	-0.3391776994024728	-0.0678745092353612	0.0035179282071319	0.007755585512090021	True
Brain-Substantianigra_v_Spleen	unproductive	174	172	-0.2200529627836783	-0.35870384936832966	-0.07190168539236456	0.0035270738851418	0.0077609087587185025	True
Heart-AtrialAppendage_v_Pituitary	unproductive	68	66	-0.3488567393212963	-0.547309677864037	-0.11326251745725807	0.0035499666164212	0.007796402873778368	True
Esophagus-Muscularis_v_Muscle-Skeletal	unproductive	97	95	-0.2924600252472122	-0.46814074383045995	-0.09453878842042336	0.0036503324582788	0.008001584266911513	True
WholeBlood_v_Skin-NotSunExposed_Suprapubic	unproductive	101	99	-0.2866278392545137	-0.45967577966176587	-0.09261048575673951	0.0036613797040974	0.008010570775757689	True
Testis_v_Artery-Coronary	unproductive	255	253	-0.1806522116720704	-0.2978204478604592	-0.05812185461740052	0.003798071992889	0.008293895848107986	True
Brain-Cerebellum_v_Colon-Sigmoid	unproductive	194	192	-0.2067846474341854	-0.33915381205854	-0.06638620435535367	0.0038170633934547	0.0083196107611593	True
Testis_v_Colon-Transverse	unproductive	194	192	-0.2064740131403237	-0.3388626298824304	-0.06606762281691735	0.0038713920448956	0.008406242990140539	True
Brain-Hippocampus_v_Colon-Sigmoid	unproductive	94	92	-0.2942527905212585	-0.4723385620608571	-0.09308522931343337	0.0039927057873579	0.008653364234630938	True
AdrenalGland_v_Brain-CerebellarHemisphere	unproductive	220	218	-0.193248170041079	-0.31851775240358093	-0.06134456511922219	0.0040125207961028	0.0086637387226714	True
Testis_v_Lung	unproductive	361	359	-0.150886375578376	-0.25075899430828724	-0.047835568743103005	0.0040612258036951	0.008752510937683085	True
Vagina_v_Brain-Substantianigra	unproductive	106	104	-0.2767513917928307	-0.4469998423802056	-0.08715478467998795	0.0040806122497623	0.00877788418652226	True
Brain-Putamen_basalganglia_v_Pituitary	unproductive	96	94	-0.290124796527401	-0.466958826566105	-0.09097875998880708	0.0041394068629828	0.00888777674677685	True
Brain-Nucleusaccumbens_basalganglia_v_Pituitary	unproductive	99	97	-0.2847619047619047	-0.4596831990476495	-0.08857096637977285	0.0042799279196765	0.00915539311945641	True
Brain-Caudate_basalganglia_v_Thyroid	unproductive	117	115	-0.2617677471564087	-0.4257472343859886	-0.08114089367372022	0.0043590388116334	0.00929015110871222	True
Esophagus-Muscularis_v_Liver	unproductive	90	88	-0.2970819442729555	-0.47849655590687906	-0.09134414478087238	0.0044625702295833	0.00947438685383214	True
AdrenalGland_v_Brain-Hippocampus	unproductive	106	104	-0.2740710884953522	-0.44461991202672624	-0.08434526631336299	0.0044701356881914	0.00947438685383214	True
AdrenalGland_v_Brain-Substantianigra	unproductive	95	93	-0.2868421052631579	-0.4649617157951083	-0.08640463232703129	0.0048284846380856	0.010215124381124215	True
Testis_v_Esophagus-Mucosa	unproductive	209	207	-0.1936616015563384	-0.322083716356389	-0.0582410788363462	0.0049604600066901	0.010455960489421727	True
Heart-LeftVentricle_v_Pituitary	unproductive	59	57	-0.3608416130917593	-0.5704270154696229	-0.10713795935169924	0.0049905796092288	0.010500252352994174	True
Testis_v_Brain-Spinalcord_cervicalc-1	unproductive	264	262	-0.1719811646850889	-0.28757443851826914	-0.051449520243894147	0.0050785178245891	0.01066581248042119	True
Kidney-Cortex_v_Skin-SunExposed_Lowerleg	unproductive	78	76	-0.3128643508390343	-0.5046359263486432	-0.0916701272478666	0.005288515899	0.011046483390483695	True
Brain-CerebellarHemisphere_v_Skin-NotSunExposed_Suprapubic	unproductive	258	256	-0.172538413512081	-0.2894167539707336	-0.05059076916000692	0.0054561767318973	0.01137607915348569	True
Brain-Spinalcord_cervicalc-1_v_MinorSalivaryGland	unproductive	114	112	-0.2582167230311253	-0.4246109992707823	-0.07494889599729991	0.0055402209431067	0.011516490988203154	True
Esophagus-Mucosa_v_Artery-Tibial	unproductive	58	56	-0.3597465317296748	-0.571193728820595	-0.10352435952167825	0.00554349739675	0.011516490988203154	True
Vagina_v_Brain-CerebellarHemisphere	unproductive	194	192	-0.1980375801752865	-0.3309466369163921	-0.057424202526732776	0.0056403719643281	0.011696670638255935	True
Adipose-Subcutaneous_v_Liver	unproductive	90	88	-0.2889327900563855	-0.4714027559052197	-0.08274096424557527	0.0057464418051051	0.011895237704283987	True
Artery-Aorta_v_Liver	unproductive	101	99	-0.2701106581246359	-0.4450802852233336	-0.07527534972761402	0.0062996437153502	0.012993719505901218	True
Artery-Aorta_v_Brain-Hippocampus	unproductive	112	110	-0.2566029999658318	-0.4245785750229637	-0.07155031575969176	0.0063132495084799	0.01299852979156665	True
Pituitary_v_Brain-Hippocampus	unproductive	85	83	-0.2937072503419972	-0.480534495996215	-0.08137802540584038	0.0063680383788943	0.013064676602962861	True
Artery-Aorta_v_Brain-Putamen_basalganglia	unproductive	116	114	-0.2515203936493292	-0.41720770382937955	-0.06965101118438755	0.0064584461382729	0.013226622375539348	True
Brain-Amygdala_v_Artery-Coronary	unproductive	99	97	-0.2717748917748917	-0.4482256022445521	-0.0749402274725135	0.0065044912489434	0.013297302145446346	True
Muscle-Skeletal_v_Breast-MammaryTissue	unproductive	106	104	-0.2625034637378139	-0.43432500730911744	-0.07224943237504455	0.0065590581735542	0.013385122255058394	True
Artery-Aorta_v_Brain-Amygdala	unproductive	116	114	-0.2507823011571137	-0.416542923367765	-0.06888375275356233	0.0066217426367258	0.013489168304142839	True
Testis_v_Cells-EBV-transformedlymphocytes	unproductive	262	260	-0.167065177247965	-0.28331169106248305	-0.04598051865134106	0.0067216229588538	0.013668485487757374	True
Brain-CerebellarHemisphere_v_Esophagus-Mucosa	unproductive	244	242	-0.172787463497846	-0.2928947367384668	-0.047311922275760754	0.0068192129352194	0.013842522032232338	True
Cells-Culturedfibroblasts_v_Heart-AtrialAppendage	unproductive	62	60	-0.3395784543325527	-0.5483609622125545	-0.09094546230305142	0.0069303225572618	0.01404334254573437	True
Brain-Spinalcord_cervicalc-1_v_Skin-SunExposed_Lowerleg	unproductive	154	152	-0.2164420020207496	-0.36381597325061477	-0.058496522103364444	0.0070150792244358	0.014190151483814872	True
Brain-CerebellarHemisphere_v_Heart-LeftVentricle	unproductive	202	200	-0.1888875381178291	-0.3197380096477427	-0.05096713411428363	0.0070979248260758	0.01433258725825814	True
Cells-Culturedfibroblasts_v_Pituitary	unproductive	134	132	-0.2313470242771107	-0.38773474901522453	-0.06201350432454409	0.0071551806035761	0.014422942720145531	True
Uterus_v_Spleen	unproductive	78	76	-0.2998646922697555	-0.49353254326917506	-0.07786422921576526	0.0076473664790772	0.015388156283378729	True
Esophagus-Mucosa_v_WholeBlood	unproductive	77	75	-0.3014091171985908	-0.49603036831606295	-0.07795191811465628	0.0077252069470309	0.015517706637502834	True
Uterus_v_Kidney-Cortex	unproductive	50	48	-0.3711404561824729	-0.5949646882023687	-0.0938964633160823	0.0079663713556776	0.01594657321718103	True
Pancreas_v_Ovary	unproductive	51	49	-0.3658823529411765	-0.5888289650076298	-0.09119570108020662	0.0082810750968084	0.016547798243708986	True
Brain-Spinalcord_cervicalc-1_v_Kidney-Cortex	unproductive	106	104	-0.2550973625210973	-0.4277136949302851	-0.0645299969001593	0.0083136120371812	0.0165840738388753	True
Pituitary_v_Adipose-Subcutaneous	unproductive	80	78	-0.2929207688701359	-0.48527229700698543	-0.07352576254535276	0.0083683159362462	0.01666436662261117	True
AdrenalGland_v_Brain-Cerebellum	unproductive	213	211	-0.1797519378304742	-0.3077560830264935	-0.04535669280277944	0.0085533767792972	0.017003523149189088	True
Heart-AtrialAppendage_v_Brain-Hippocampus	unproductive	83	81	-0.2851895386423743	-0.47527594661276584	-0.0696671185197161	0.0089670411265493	0.01776460209434939	True
Pancreas_v_Heart-LeftVentricle	unproductive	58	56	-0.3398135900827463	-0.5550742408646322	-0.08189415221830615	0.0090603340214714	0.01788739443873792	True
Brain-Hypothalamus_v_Colon-Sigmoid	unproductive	107	105	-0.2511608769764298	-0.4234178157934628	-0.06137654247458927	0.0090679220290683	0.01788739443873792	True
Brain-Amygdala_v_Thyroid	unproductive	131	129	-0.2271552874606309	-0.38562149247298594	-0.05567180910348446	0.0090755643943293	0.01788739443873792	True
WholeBlood_v_Liver	unproductive	120	118	-0.2365164247517188	-0.4009632665291648	-0.05730271173330885	0.0093006980820491	0.018299837693861114	True
Uterus_v_Liver	unproductive	97	95	-0.2626236061434883	-0.4418564703668125	-0.06322881298463758	0.0093550756514689	0.018375472276224263	True
Heart-LeftVentricle_v_SmallIntestine-TerminalIleum	unproductive	66	64	-0.3170232752322305	-0.5236785373672624	-0.07513183854518855	0.0094984348624471	0.018625332306805284	True
Kidney-Cortex_v_Skin-NotSunExposed_Suprapubic	unproductive	57	55	-0.3403551983406793	-0.5572440179896962	-0.07999011144693588	0.0095825054848141	0.01875828323258176	True
Brain-Putamen_basalganglia_v_Artery-Tibial	unproductive	96	94	-0.2630765056972327	-0.44314389236712287	-0.0626034377485099	0.0096078068413334	0.018775934386537983	True
Cells-Culturedfibroblasts_v_Heart-LeftVentricle	unproductive	80	78	-0.2877871542428504	-0.48084924456025385	-0.06810986795444246	0.0096382264668411	0.01880351119503856	True
Esophagus-GastroesophagealJunction_v_Liver	unproductive	90	88	-0.2713009836605342	-0.45598417882559195	-0.0642172670448309	0.0096952255988331	0.01887893665373853	True
Artery-Aorta_v_Kidney-Cortex	unproductive	62	60	-0.3260305708745687	-0.537219470326382	-0.07637266220371575	0.0097096352434232	0.01887893665373853	True
Artery-Aorta_v_Muscle-Skeletal	unproductive	111	109	-0.2442435942435942	-0.4142010005018851	-0.05782774048880811	0.0097835554656082	0.01899063880782198	True
Testis_v_Adipose-Visceral_Omentum	unproductive	263	261	-0.1586568526820463	-0.2750536152083404	-0.03767638148879447	0.0099641959531074	0.019308769636861903	True
Pancreas_v_Spleen	unproductive	50	48	-0.3579831932773109	-0.5846364055546976	-0.07949535728956023	0.0106950225474276	0.020621005012013416	True
Thyroid_v_Brain-Hippocampus	unproductive	122	120	-0.2301856117057309	-0.39390974624724423	-0.052303667377930275	0.0107519893250372	0.020696233208293644	True
Adipose-Visceral_Omentum_v_Muscle-Skeletal	unproductive	115	113	-0.2365422551881954	-0.4043849979454313	-0.053285824836576644	0.0109230989655747	0.020955629130295556	True
Brain-Substantianigra_v_Stomach	unproductive	81	79	-0.2808717253839204	-0.47374252765022007	-0.06229075940181991	0.0110882292404609	0.021237090223008997	True
Brain-Amygdala_v_Nerve-Tibial	unproductive	92	90	-0.2620409043971456	-0.4459156829084556	-0.056944776913872404	0.0116259010416755	0.02222995671816228	True
